% Iron Feed,Starch Flow,Amina Flow,Ore Pulp Flow,Ore Pulp pH,Ore Pulp Density,Flotation Column 01 Air Flow,Flotation Column 02 Air Flow,Flotation Column 04 Air Flow,Flotation Column 05 Air Flow,Flotation Column 06 Air Flow,Flotation Column 07 Air Flow,Flotation Column 01 Level,Flotation Column 02 Level,Flotation Column 03 Level,Flotation Column 04 Level,Flotation Column 05 Level,Flotation Column 06 Level,Flotation Column 07 Level,% Iron Concentrate,% Silica Concentrate
56.9,2091.75,504.499,399.525,9.61206,1.74513,249.39,248.511,295.096,306.4,249.673,250.143,697.543,698.457,703.19,453.626,437.158,436.121,446.295,66.01,1.01
56.9,2437.92,504.926,398.306,9.41929,1.75773,253.236,250.693,295.096,306.4,256.258,250.711,694.631,705.222,704.653,444.444,450.506,461.818,451.351,65.47,1.18
56.57,2024.35,472.498,395.4,9.74463,1.76321,249.613,254.212,295.096,306.4,256.791,250.288,670.373,694.305,687.51,447.203,476.029,505.676,471.261,66.18,1.55
56.57,2041.92,450.184,398.022,9.48074,1.75243,249.979,255.078,295.096,306.4,244.257,249.921,690.337,701.459,700.678,450.292,441.929,456.115,442.875,65.95,1.47
56.57,2127.79,444.946,405.888,9.57695,1.76671,250.454,253.021,295.096,306.4,252.202,250.215,691.297,679.846,699.665,456.483,446.37,442.386,460.556,66.01,1.41
56.57,2200.96,414.036,398.832,9.82666,1.76673,250.815,254.913,295.096,306.4,245.25,250.96,694.127,703.572,699.253,247.75,450.229,446.55,464.564,65.62,1.89
56.57,501.9478944,381.588,398.997,9.49168,1.64451,250.396,252.503,295.096,306.4,253.852,250.438,708.078,697.504,700.367,483.94,460.165,433.988,429.312,64.66,2.91
56.57,190.216445,326.034,398.473,9.29295,1.58815,250.437,251.136,295.096,306.4,254.277,251.186,697.498,706.205,690.878,439.844,474.946,508.018,479.349,65.28,1.68
56.57,242.5221629,249.4841408,382.9089775,9.26527,1.52174432,249.811,250.458,295.096,306.4,248.565,252.887,846.2933116,804.7589039,871.4003933,583.4246813,659.40125,446.459,488.173,65.28,1.68
56.57,294.8278808,257.2078689,382.4038341,9.25278,1.522799263,250.304,252.886,295.096,306.4,244.291,249.357,846.7725597,804.6329116,871.3711798,580.4715339,658.14875,623.2695174,635.2380092,65.28,1.68
56.57,347.1335987,264.9315969,381.8986908,9.22278,1.523854205,249.599,248.487,295.096,306.4,250.269,251.641,847.2518079,804.5069192,871.3419663,577.5183865,656.89625,586.7766513,633.7850623,65.28,1.68
56.57,399.4393165,272.655325,381.3935474,9.196,1.524909147,194.6533938,187.280618024,295.096,306.4,222.777815876,207.8166489,847.731056,804.3809268,871.3127528,576.7745589,655.64375,550.2837851,632.3321155,65.28,1.68
56.57,451.7450344,280.379053,380.8884041,9.15477,1.52596409,218.6127705,187.280618024,295.096,306.4,222.777815876,225.7231096,848.2103041,804.2549344,871.2835393,578.3404749,654.39125,513.790919,630.8791687,65.28,1.68
56.57,504.0507523,288.1027811,380.3832607,9.13641,1.527019032,251.702,249.95,296.6918534,306.3018091,248.636,249.955,848.6895522,804.128942,871.2543258,579.9063909,653.13875,477.2980529,629.4262219,65.28,1.68
56.57,556.3564702,295.8265092,379.8781173,9.13411,1.528073975,248.866,252.691,296.6741701,306.1773417,250.657,249.414,849.1688003,804.0029496,871.2251124,581.4723069,651.88625,440.8051867,627.9732751,65.28,1.68
56.57,608.6621881,303.5502372,379.372974,9.11572,1.529128917,250.495,251.523,296.6564868,306.0528743,250.269,248.991,849.6480485,803.8769573,871.1958989,583.0382229,650.63375,404.3123206,626.5203283,65.28,1.68
56.57,660.967906,311.2739653,378.8678306,9.15213,1.530183859,250.777,245.046,296.6388035,305.9284069,250.344,250.055,850.1272966,803.7509649,871.1666854,584.6041389,649.38125,367.8194545,625.0673814,65.28,1.68
57.91,713.2736239,318.9976933,378.3626873,9.11107,1.531238802,249.273,243.069,296.6211202,305.8039395,253.979,249.816,850.6065447,803.6249725,871.1374719,586.1700548,648.12875,331.3265883,623.6144346,65.28,1.68
57.91,765.5793417,326.7214214,377.8575439,9.09863,1.532293744,251.876,250.89,296.603437,305.6794721,250.18,250.006,851.0857928,803.4989801,871.1082584,587.7359708,646.87625,294.8337222,622.1614878,65.28,1.68
57.91,817.8850596,334.4451494,377.3524005,9.10759,1.533348686,250.714,251.284,296.5857537,305.5550047,249.938,247.954,851.5650409,803.3729877,871.0790449,589.3018868,645.62375,258.3408561,620.708541,65.28,1.68
57.91,870.1907775,342.1688775,376.92164,9.07906,1.534403629,249.17,251.543,296.5680704,305.4305373,250.356,251.019,852.0442891,803.2469953,871.0498315,590.8678028,191.496,221.8479899,619.2555942,65.28,1.68
57.91,2261.5,349.8926055,377.8028989,9.13763,1.66141,249.751,250.849,296.5503871,305.3060699,250.269,248.264,784.685,249.2490606,159.8589455,458.789,470.111,185.3551238,617.8026473,65.28,1.68
57.91,472.091,357.6163336,383.7695652,8.96051,1.72647,249.207,246.7,296.5327038,305.1816025,250.397,248.933,619.769,661.563,634.331,243.685,438.462,453.795,458.89,65.28,1.68
57.91,2009.62,538.018,393.033,8.94871,1.74168,249.47,252.909,296.5150205,305.0571351,249.61,249.608,617.905,604.353,594.575,177.5557273,443.129,448.619,452.419,65.28049908,1.681848429
57.91,2202.16,558.131,401.182,9.27229,1.75606,249.687,244.62,296.4973372,304.9326677,249.609,247.632,604.546,595.018,601.877,515.653,448.846,457.057,458.341,65.37033272,2.014565619
52.75,2638.09,574.13,396.68,9.83919,1.76952,250.131,243.629,296.4619707,304.6837329,250.204,248.772,595.957,594.621,598.041,450.086,453.052,353.492,460.441,65.55,2.68
52.75,630.81,559.744,393.305,9.37681,1.7619,249.237,248.492,296.4442874,304.5592655,250.627,248.588,582.068,604.285,598.128,441.07,459.447,401.774,444.599,65.54635359,2.679668508
52.75,2637.56,557.524,402.608,9.30994,1.75545,251.849,259.848,296.4266041,304.4347981,258.826,253.3,607.193,605.567,601.841,493.016,439.185,458.673,475.891,64.89,2.62
52.75,2702.29,558.335,394.599,9.7399,1.7771,250.681,248.269,296.4089208,304.3103307,250.34,249.757,606.725,601.742,601.61,448.213,448.178,446.241,463.027,62.84,5.27
52.75,2685.29,556.987,392.445,9.90647,1.76138,249.276,248.046,296.3912375,304.1858633,250.011,251.506,586.693,581.42,596.932,474.743,453.707,466.183,457.216,62.84574586,5.263093923
52.75,2463.0,555.866,397.717,9.76642,1.77551,248.107,250.916,296.3735543,304.0613959,249.487,249.057,601.867,596.105,603.043,470.542,437.172,480.971,441.601,63.88,4.02
53.43,2126.19,572.63,399.811,9.92881,1.78695,250.784,251.331,296.355871,303.9369286,249.937,253.475,591.275,595.552,609.613,437.44,454.566,426.809,460.051,64.48,3.87
53.43,1803.16,557.698,398.882,9.73097,1.76709,249.185,250.127,296.3381877,303.8124612,249.872,247.671,588.602,604.244,599.152,438.041,442.513,461.896,486.92,64.71,2.49
53.43,2117.49,557.456,395.26,9.2671,1.76154,249.398,247.145,296.3205044,303.6879938,249.422,250.431,605.364,602.677,603.318,446.245,461.291,463.457,452.239,65.02,2.22
53.43,1714.89,557.849,391.841,9.60281,1.7552,249.399,248.575,296.3028211,303.5635264,247.567,247.005,563.536,227.549,597.543,466.745,457.299,423.733,421.134,63.72,4.04
53.43,2372.89,433.121,399.941,9.21549,1.76097,249.636,244.953,296.2851378,303.439059,251.462,247.632,608.485,276.092,613.625,460.533,455.815,426.339,454.948,65.9,1.58
53.43,1856.73,540.972,393.715,9.58963,1.76293,249.354,251.705,296.2674546,303.3145916,248.206,249.901,609.722,212.587,610.159,425.59,445.574,521.106,486.271,65.14,2.21
53.43,1395.08,525.886,397.336,9.76172,1.72221,250.072,247.094,296.2497713,303.1901242,250.181,249.563,589.554,257.782,603.065,455.299,483.709,447.162,461.056,64.99,2.13
53.43,1380.82,517.524,390.064,9.39542,1.74359,250.23,250.636,296.232088,303.0656568,250.249,249.526,592.767,230.3717143,592.837,439.119,477.017,503.838,469.251,65.03,2.27
53.43,1090.73,422.289,395.84,9.76066,1.58505,249.38,255.688,296.2144047,302.9411894,250.05,250.483,589.701,395.358,597.855,459.963,453.83,440.203,437.652,64.69,2.34
56.77,2262.91,477.092,406.91,9.472,1.67954,250.269,252.903,296.1967214,302.816722,250.106,249.227,612.934,268.0335303,592.269,452.733,454.494,454.084,457.526,62.59,4.88
56.77,2134.77,550.872,403.568,9.77169,1.73704,250.434,249.887,296.1790381,302.6922546,246.848,253.01,597.707,686.268,598.209,466.206,461.16,470.583,445.209,64.35,2.64
56.77,618.1111177,633.842,398.695,9.66829,1.7894184,249.995,245.54,296.1613548,302.5677872,249.909,248.178,618.328,694.94,594.415,438.955,454.338,459.162,481.175,65.07,1.77
56.77,739.955,486.06,397.5,9.56859,1.6607,250.383,251.104,296.1436716,302.4433198,248.546,253.583,596.221,690.358,599.484,457.579,454.308,439.11,421.498,65.04,1.77
56.77,1359.8,391.267,396.016,9.41392,1.53611,249.806,250.824,296.1259883,302.3188524,249.321,248.835,604.063,702.91,599.866,455.551,445.641,449.314,454.067,65.06,1.99
56.77,2060.27,438.78,404.012,9.57395,1.61475,249.846,248.556,296.108305,302.194385,249.823,248.5,617.833,710.085,597.49,459.405,453.633,461.662,472.19,65.01,1.85
56.77,1642.88,514.479,392.9,9.58103,1.72439,250.437,251.13,296.0906217,302.0699176,249.001,250.269,600.993,695.558,579.572,466.858,454.957,438.114,456.813,65.28,1.45
56.77,1942.36,464.643,396.927,9.55111,1.69235,249.652,250.928,296.0729384,301.9454502,250.226,247.902,613.487,677.051,590.685,453.894,436.998,499.56,471.268,65.05,1.63
53.04,2099.98,452.269,394.043,9.31569,1.73052,250.049,249.829,296.0375719,301.6965154,250.049,249.17,606.592,695.549,589.191,456.254,436.774,484.443,433.683,65.65,1.51
53.04,2566.76,453.505,404.573,9.6621,1.76486,249.749,251.913,296.0198886,301.572048,250.349,249.969,608.287,708.635,608.392,450.693,441.908,500.011,467.237,65.65,1.57
53.04,2477.1,444.678,400.77,9.95882,1.75008,250.216,243.932,296.0022053,301.4475806,250.462,248.423,808.309,801.51,794.435,480.531,460.255,471.704,455.443,64.86,2.29
53.04,1463.2,414.199,404.197,9.7193,1.74545,249.41,248.169,295.984522,301.3231133,250.447,250.597,802.787,819.992,805.582,454.708,433.361,375.842,439.892,64.62,2.59
53.04,891.37115,454.292,395.503,9.37957,1.74311,250.691,251.571,295.9668387,301.1986459,249.795,249.707,794.995,802.513,794.092,459.545,447.918,511.407,475.692,65.68,1.52
53.04,2117.24,515.091,402.718,9.16727,1.76892,250.488,252.443,295.9491554,301.0741785,250.127,248.895,817.996,820.74,810.245,446.685,434.475,447.822,442.721,65.38,2.63
55.6,2375.25,501.283,404.463,9.36204,1.7738,250.136,250.988,295.9314721,300.9497111,249.85,250.287,806.178,778.768,807.701,462.49,493.936,499.787,533.344,64.1,3.3
55.6,1887.1,450.832,399.663,9.77832,1.72492,253.345,249.611,295.9137889,300.8252437,249.971,250.341,798.505,789.806,792.713,176.8275879,437.124,452.001,413.756,64.16,3.53
55.6,1775.07,449.888,397.594,9.71622,1.74349,251.717,251.476,295.8961056,300.7007763,249.829,249.582,806.628,789.429,807.455,181.0607538,475.029,455.255,450.425,64.07,3.6
55.6,2066.16,448.686,397.562,9.72263,1.67985,250.296,247.35,295.8784223,300.5763089,253.275,251.716,809.142,810.575,798.529,450.938,439.697,472.342,465.248,63.73,3.97
55.6,1833.21,492.437,400.484,9.87137,1.75234,250.138,246.659,295.860739,300.4518415,249.344,250.29,805.794,812.489,800.043,400.839,407.935,451.782,458.186,64.89,2.78
55.6,2624.52,517.436,402.932,9.45692,1.75777,249.486,245.344,295.8430557,300.3273741,250.687,248.216,588.313,614.342,589.522,449.588,471.144,473.236,446.606,65.72,1.94
55.6,565.275,523.732,404.834,9.88524,1.75287,249.934,250.725,295.8253724,300.2029067,252.438,249.422,595.975,606.976,603.511,453.793,449.079,435.148,440.176,64.82,3.32
55.6,2076.383582,521.181,400.968,9.93376,1.63461,250.944,249.694,295.8076892,300.0784393,250.453,250.167,601.405,595.763,594.52,423.716,428.586,469.373,373.105,64.54,3.07
55.6,2603.77,519.531,401.895,9.83322,1.64351,250.203,252.511,295.7900059,299.9539719,250.115,248.62,592.873,407.478,597.068,410.041,444.648,439.093,456.639,65.25,2.24
57.54,2553.74,521.675,403.751,9.93945,1.74992,252.309,252.201,295.7723226,299.8295045,250.298,251.874,611.206,600.911,600.831,475.968,464.859,551.633,569.616,64.96,2.33
57.54,898.8838298,521.332,393.925,9.94629,1.70973,248.95,249.539,295.7546393,299.7050371,246.832,248.783,595.862,605.391,596.614,372.018,457.759,683.314,638.5233333,65.31,2.34
57.54,2884.83,569.066,395.939,9.84247,1.76706,249.751,247.657,295.736956,299.5805697,250.01,250.66,608.419,600.612,596.471,449.124,448.842,587.183,605.041,64.99,2.19
57.54,2416.48,551.892,391.181,9.92879,1.75186,251.981,250.779,295.7192727,299.4561023,250.049,247.172,608.421,593.213,599.144,431.909,433.899,604.853,595.591,65.35,2.31
57.54,2729.17,589.931,410.15,10.2697,1.7894184,250.78,249.42,295.7015894,299.3316349,249.976,247.905,591.434,593.401,614.485,433.415,458.379,595.486,606.335,66.25,1.62
57.54,2343.19,508.99,397.642,9.79398,1.7349,250.023,249.876,295.6839062,299.2071675,249.959,250.473,584.141,607.754,604.991,458.371,453.922,583.061,615.407,66.56,1.33
57.54,2244.68,550.951,395.565,9.84554,1.76523,250.148,249.999,295.6662229,299.0827001,248.482,249.134,590.576,595.458,604.784,447.945,453.844,592.416,599.422,66.46,1.29
57.54,2153.38,566.829,395.756,9.62775,1.7894184,249.854,244.127,295.6485396,298.9582327,249.829,252.611,605.547,604.305,580.931,453.065,470.372,619.583,593.674,65.96,1.97
49.57,2015.01,469.864,405.9,9.74844,1.69137,248.614,256.926,295.613173,298.709298,249.092,251.226,602.851,586.23,586.618,443.515,458.578,595.968,593.659,66.28,1.65
49.57,2492.28,518.09,392.984,9.54512,1.76794,250.488,249.55,295.5954897,298.5848306,254.878,249.922,606.263,609.178,614.374,438.909,457.209,610.09,615.042,65.1,3.01
49.57,1939.93,490.026,399.205,9.61456,1.76034,249.787,250.917,295.5778065,298.4603632,253.114,247.862,625.8,614.875,605.018,509.224,467.271,678.947,638.9198571,64.16,4.3
49.57,2041.38,479.578,395.198,9.46176,1.78092,250.63,248.086,295.5601232,298.3358958,248.08,249.679,588.719,601.202,596.177,363.48,428.089,609.801,513.463,64.15342541,4.298918169
49.57,2090.09,548.016,408.045,9.85875,1.77191,248.959,242.221,295.5424399,298.2114284,249.632,251.336,581.788,592.432,593.555,480.54,462.878,569.812,600.219,62.97,4.104188627
49.57,2139.64,475.264,404.603,9.98203,1.64161,250.57,252.034,295.5247566,298.086961,251.661,252.907,602.849,586.747,570.148,460.848,438.865,451.422,435.493,62.34,3.909459085
53.35,2063.46,560.455,406.5,9.65348,1.75337,251.524,247.023,295.5070733,297.9624936,248.237,248.331,603.21,617.398,606.048,438.256,429.06,481.507,455.618,62.34900553,3.714729542
53.35,2077.89,547.813,401.036,9.81839,1.75753,248.294,250.905,295.48939,297.8380262,248.953,249.611,601.311,601.308,610.199,496.181,458.741,547.646,451.586,63.97,3.52
53.35,2189.01,549.228,395.647,9.62684,1.73202,250.264,248.427,295.4717067,297.7135588,250.269,250.479,598.238,602.995,601.071,331.105,399.055,406.394,421.577,64.29,3.52
53.35,620.6737121,543.081,394.803,9.43651,1.7492,249.999,251.123,295.4540235,297.5890914,249.924,248.998,612.976,609.255,591.64,400.327,405.599,403.257,413.327,64.29,3.52
53.35,1048.63053,247.334299752,400.266,9.87289,1.520108506,250.488,251.481,295.4363402,297.464624,249.485,250.388,598.53,608.142,592.31,291.081,389.369,398.519,417.601,64.29,3.52
53.35,1982.36,247.334299752,399.128,10.0036,1.520531067,249.672,251.305,295.4186569,297.3401566,249.626,250.128,599.377,601.727,608.44,216.3064932,412.203,397.082,410.518,64.29,3.52
53.35,1646.22,449.117,399.66125,9.4949,1.62298,245.718,246.698,295.4009736,297.2156892,247.128,250.644,553.564,603.576,606.972,558.1451429,422.837,381.051,405.197,65.93,1.4
53.35,1753.33,285.11,393.007,9.75527,1.71581,251.367,249.029,295.3832903,297.0912218,253.438,249.488,615.512,823.257,865.1769444,419.218,409.183,402.027,314.264,64.06,3.7
53.35,1993.91,551.989,403.106,9.46285,1.74899,295.232,258.885,295.3670404,296.9667544,264.729,252.713,703.226,223.594,566.33,429.238,457.348,503.872,577.107,66.59,1.14
53.91,1845.7,530.793,403.022,9.86378,1.75294,249.975,250.337,295.4138586,296.842287,247.421,249.171,597.234,601.73,589.546,430.055,406.645,402.847,401.7,66.25,1.25
53.91,2378.81,488.411,405.862,9.69144,1.6948,249.229,257.333,295.4606769,296.7178196,249.318,248.6,615.139,310.1179688,608.375,361.666,401.996,502.791,383.505,65.64,2.81
53.91,2200.8,499.565,390.185,9.56746,1.74378,249.274,246.35,295.5074951,296.5933522,248.171,250.965,593.701,595.65,595.714,404.956,392.628,274.621,382.72,65.96,1.93
53.91,2059.22,526.439,397.144,9.67222,1.78434,250.125,252.095,295.5543133,296.4688848,249.496,249.177,701.167,542.54,609.64,342.346,357.038,368.986,372.929,65.0,2.91
53.91,2323.79,497.437,403.164,9.46777,1.7894184,250.243,245.196,295.6011315,296.3444174,249.891,251.751,704.987,272.463,705.086,541.323,459.131,475.001,448.219,65.61,1.54
53.91,2264.73,478.351,399.902,9.58417,1.77126,250.377,249.676,295.6479498,296.21995,250.073,250.335,710.409,694.899,697.398,444.028,451.354,515.314,467.277,64.71,2.0
53.91,2141.24,459.964,401.517,9.54894,1.75528,250.488,248.597,295.694768,296.0954827,251.324,249.958,711.349,663.153,608.544,438.463,422.643,540.171,545.318,65.24,2.07
53.91,1005.19,444.475,399.731,9.26349,1.77267,250.401,249.133,295.7415862,295.9710153,248.502,250.704,696.208,703.307,703.921,480.859,441.87,259.602,439.375,65.98,1.55
53.04,2312.73,463.257,400.676,9.82909,1.73034,249.823,247.12,295.8352227,295.7220805,249.947,249.311,701.172,702.589,700.82,450.902,456.698,488.972,454.876,66.02,1.54
53.04,2298.81,445.641,398.437,9.46193,1.7534,250.269,250.29,295.8820409,295.5976131,249.836,247.915,709.995,694.487,699.189,460.048,442.846,486.48,438.196,65.91,1.62
53.04,2171.67,454.725,398.696,9.50523,1.75402,250.458,248.621,295.9288591,295.4731457,250.488,252.225,680.342,684.148,688.897,452.699,454.791,501.719,441.329,64.91,2.39
53.04,2184.25,466.922,403.858,9.70703,1.7894184,250.247,248.36,295.9756774,295.3486783,249.872,249.566,691.872,707.728,687.224,466.638,459.408,529.934,445.987,65.23,1.95
53.04,2070.74,422.013,397.192,9.32399,1.77431,250.127,251.882,296.0224956,295.2242109,250.324,252.865,699.303,705.56,701.025,473.28,458.845,443.797,457.186,65.1,2.21
53.04,2508.01,565.354,397.01,9.42118,1.77959,250.039,254.462,296.0693138,295.0997435,250.259,248.73,699.342,692.956,695.871,455.9,449.59,332.499,458.922,65.7,1.72
53.32,2125.0,587.314,398.198,9.761,1.78081,250.597,254.336,296.1161321,294.9752761,249.725,251.927,698.982,691.787,705.104,448.646,457.45,507.586,476.115,64.22,3.45
53.32,2321.33,566.049,400.094,9.51716,1.78447,251.807,249.769,296.1629503,295.0832763,248.799,250.284,719.615,694.023,702.533,530.454,449.701,509.309,441.521,65.12,2.17
53.32,2575.83,534.994,399.565,9.74119,1.77424,250.843,249.73,296.2097685,295.8305624,249.456,248.306,703.323,703.057,700.337,434.674,472.268,433.375,453.477,64.86,2.8
53.32,2198.963333,494.669,398.056,9.6561,1.74911,247.837,253.098,296.2565867,296.5778484,250.136,248.306,718.16,705.3,698.289,458.069,445.226,394.249,449.886,65.33,1.78
53.32,589.1502,374.71,397.913,9.41961,1.57728,250.831,249.521,296.303405,297.3251345,251.363,250.112,707.344,685.0618,705.139,382.649,439.114,414.6,475.486,64.99,2.18
53.32,1855.23,485.98,398.413,9.42214,1.74833,249.738,251.994,296.3502232,298.0724205,244.066,250.049,697.086,704.798,694.75,543.302,415.858,499.791,502.913,65.66,1.62
53.32,1851.97,417.275,395.02,9.81904,1.68366,249.755,250.852,296.3970414,289.923504176,249.903,249.685,682.166,713.476,705.924,437.397,442.112,475.407,455.386,65.31,2.07
53.32,2111.8,506.266,399.863,9.24215,1.76897,250.42,252.724,296.4438597,289.923504176,249.893,249.185,697.635,693.597,691.44,456.398,462.412,349.582,462.238,64.83,2.26
53.32,2220.26,489.424,399.174,9.44732,1.77131,250.498,252.002,296.4906779,289.923504176,250.082,248.24,689.651,722.526,706.636,419.05,458.65,284.574,451.701,65.1,2.67
54.26,2207.4,479.881,399.669,9.49235,1.78346,250.782,250.73,296.5374961,290.2145826,252.656,250.984,689.826,690.238,701.882,457.038,441.138,250.061,462.139,65.42,2.45
54.26,1590.73,474.243,399.316,9.47882,1.7703,249.39,248.511,296.5843143,290.9516901,255.542,248.95,702.686,691.582,708.97,455.469,461.004,501.252,428.164,65.57,1.94
54.26,1914.05,499.632,402.176,9.18996,1.78159,249.223,248.511,296.6311326,291.6887975,249.848,250.488,701.239,696.978,700.835,437.649,424.806,475.673,427.959,65.08,2.77
54.26,2036.65,581.429,406.856,9.41581,1.76858,250.072,245.17,296.6779508,292.425905,250.951,248.199,699.363,691.426,710.607,530.371,464.174,536.071,388.436,64.37,3.15
54.26,2194.06,550.116,401.319,9.65255,1.77962,248.866,248.255,296.724769,293.1630124,249.491,248.764,690.052,712.67,699.634,445.495,450.954,478.402,471.362,63.64,2.61
54.26,200.4560769,549.254,400.214,9.4001,1.7894184,249.677,250.026,296.7715872,293.9001198,250.741,249.601,698.136,693.376,699.977,452.134,450.942,467.002,446.612,63.93,3.8
54.26,2230.52,582.682,403.871,9.58231,1.7894184,249.829,250.788,296.8184055,294.6372273,250.488,249.736,709.101,699.151,709.477,456.297,433.281,430.804,471.452,64.97,2.25
54.26,2093.26,563.496,398.478,9.78764,1.7894184,250.32,251.726,296.8652237,295.3743347,251.465,251.786,699.611,700.236,691.691,494.177,475.529,502.777,454.853,64.34,3.66
50.03,2054.14,569.181,390.085,9.72749,1.7894184,249.684,249.743,296.9588602,296.8485496,251.872,251.632,709.899,703.068,684.078,445.155,449.721,511.559,501.633,65.07,2.47
50.03,1780.17,570.764,404.491,9.52725,1.7894184,250.947,253.544,297.0056784,297.585657,251.702,251.301,705.013,705.94,687.556,432.26,434.54,507.573,476.733,65.52,1.89
50.03,2255.74,521.335,401.726,9.82593,1.72974,250.742,251.647,297.0524966,298.3227645,249.53,250.39,703.85,698.009,681.043,417.333,442.151,428.221,486.166,65.76,1.17
50.03,896.4596842,503.167,400.512,9.64731,1.72528,249.811,254.456,297.0993148,299.0598719,250.269,250.744,681.771,689.64,704.939,447.769,440.57,383.192,429.281,64.89,2.17
50.03,2770.97,504.734,396.234,9.47896,1.76359,249.619,250.537,297.1461331,299.7969793,249.485,252.744,688.8,701.255,709.252,449.891,455.3,461.021,454.329,65.77,1.3
50.03,2851.59,492.369,402.612,10.044,1.75524,248.986,254.513,297.1929513,300.5340868,250.163,249.543,695.178,692.917,706.281,478.953,467.475,492.302,443.072,64.01,1.31
49.76,2164.6,506.698,400.539,9.73844,1.78447,250.34,245.323,297.2397695,301.2711942,250.558,250.667,698.783,695.736,703.582,440.433,451.122,357.067,433.298,63.97,2.98
49.76,1012.45,460.567,400.501,9.57323,1.74285,235.607,283.253,297.2865878,302.0083017,248.238,247.895,706.893,770.698625,703.11,509.634,358.425,434.838,472.407,63.71,2.76
49.76,2260.01,416.232,401.554,9.94733,1.71022,249.609,253.267,297.333406,294.7089122,250.164,251.23,695.861,699.377,701.778,457.524,457.299,497.619,445.689,64.6,2.58
49.76,2292.8,552.97,401.568,10.0823,1.7537,250.915,249.396,297.3802242,294.756506,249.606,248.103,704.974,695.789,697.739,416.501,489.072,470.958,434.367,63.04,4.83
49.76,2338.26,521.246,402.829,9.67035,1.7202,245.652,249.756,297.4270424,294.8040998,249.829,249.866,586.869,587.315,582.417,456.5,546.6463333,471.947,447.304,63.28,4.77
49.76,1993.22,528.185,398.943,9.49417,1.74544,250.234,247.314,297.4738607,294.8516937,250.557,248.939,579.059,585.168,595.748,464.063,464.048,474.792,467.178,64.53,2.86
49.76,2047.87,541.758,403.057,9.64988,1.7562,249.829,254.4,297.5206789,294.8992875,249.254,249.259,600.552,596.136,604.755,418.521,480.505,308.715,458.349,64.43,3.34
49.76,1737.26,554.542,409.18,9.53061,1.75483,250.432,253.642,297.5674971,294.9468813,250.264,250.545,605.918,600.806,583.573,451.947,456.336,479.041,448.409,63.71,3.338232044
49.76,2765.63,560.303,397.852,9.25368,1.75087,250.258,252.246,297.6143153,294.9944751,248.95,252.026,573.56,596.426,608.074,515.625,510.574,255.387,388.989,64.51,3.02
49.93,2553.53,526.123,401.367,9.29941,1.72928,250.049,248.291,297.6611336,295.0420689,244.336,248.95,597.583,598.125,598.362,391.797,375.082,412.763,407.749,64.86,2.75
49.93,2016.48,530.322,405.418,9.62015,1.73319,249.932,249.907,297.7079518,295.0896628,250.411,250.954,589.898,587.264,610.167,217.7573044,401.65,480.863,407.488,63.95,3.52
49.93,1417.319871,515.747,402.246,9.4222,1.73808,251.367,247.852,297.75477,295.1372566,251.367,249.829,589.575,616.25,595.664,226.953,399.316,497.332,386.782,64.73,2.77
49.93,1989.98,506.592,400.877,9.28021,1.7143,249.976,252.033,297.8015883,295.1848504,251.733,250.659,602.532,586.363,596.204,390.195,388.55,462.067,420.008,64.99,2.33
49.93,2445.79,522.284,398.116,9.64331,1.7472,249.737,250.467,297.8484065,295.2324442,250.237,250.058,601.521,590.205,596.169,420.779,423.613,448.471,390.262,64.35,2.37
49.93,145.77308001600002,531.56,399.316,9.73152,1.75318,248.952,250.906,297.8952247,295.280038,250.256,250.485,594.013,616.689,596.72,412.946,415.941,404.277,403.269,63.07,3.82
49.93,2212.89,526.336,398.864,9.57843,1.74153,250.17,248.624,297.9420429,295.3276319,249.33,249.906,593.618,599.093,594.098,402.848,399.98,384.916,381.908,64.72,2.41
49.93,427.12475,530.586,394.324,9.63232,1.74955,251.881,249.952,297.9888612,295.3752257,250.697,249.681,581.964,598.559,583.191,406.783,406.527,354.45,395.947,63.34,4.09
53.2,2462.06,512.93,398.293,9.28651,1.74377,249.403,249.349,298.0824976,295.4704133,249.829,252.222,586.318,594.343,609.767,406.641,416.153,486.389,374.025,63.49,3.43
53.2,2331.54,525.208,406.567,9.51011,1.7079,250.021,246.809,298.1293159,295.5180071,248.319,249.664,588.513,604.427,605.039,391.654,400.553,422.528,435.818,63.36,4.12
53.2,1714.84,501.203,400.796,9.52118,1.68417,249.58,249.254,298.1761341,295.565601,249.729,251.746,615.002,598.908,603.693,390.451,417.325,520.368,437.922,64.84,2.41
53.2,1999.39,516.135,401.813,9.44136,1.69794,249.17,254.539,298.2229523,295.6131948,249.17,250.143,592.758,609.584,604.114,421.336,418.582,472.31,412.138,63.85,3.36
53.2,2164.37,534.329,397.081,9.76715,1.73425,249.715,253.44,298.2697705,295.6607886,249.821,251.457,603.675,595.545,609.0,413.383,404.022,293.752,390.992,64.95,2.73
53.2,1985.75,545.985,404.279,9.51631,1.7542,249.829,248.998,298.3165888,295.7083824,249.829,250.311,602.099,596.698,610.985,366.805,398.509,400.281,384.374,65.36,1.86
50.67,2338.91,558.292,402.591,9.33264,1.76122,250.156,250.385,298.363407,295.7559762,249.726,253.784,585.865,600.123,603.377,389.341,403.043,330.975,395.252,65.45,1.58
50.67,900.642625,523.649,396.603,9.43949,1.72245,249.742,249.818,298.4102252,295.8035701,250.76,246.18,612.822,607.754,652.132,302.23,385.504,526.734,276.213,65.0,1.61
